id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
204,Data Analyst,Sura,bogota,Hibrido,Semi-Senior,"Node.js, Excel, TensorFlow, Java, Python",6448815.0,Contrato,2026-05-04,9
205,Full Stack Developer,Rappi,Medellín,Remoto,junior,"Tableau, R, Excel",2111955.0,Contrato,2024-05-20,10
206,Data Analyst,IBM,Bogotá,Híbrido,Junior,"SQL, React",4309699.0,Indefinido,2025-01-16,7
207,Data Analyst,Bancolombia,medellin,Presencial,junior,"AWS, Azure, Docker",2710681.0,Temporal,2026-01-01,10
208,Machine Learning Engineer,Rappi,Remoto,Presencial,Senior,"Java, JavaScript, Excel, Pandas",9407618.0,Freelance,2025-03-07,1
209,Machine Learning Engineer,IBM,Bogotá,Presencial,semi senior,"Pandas, Docker, Power BI",3942483.0,Contrato,2025-06-23,9
210,BI Analyst,Rappi,Barranquilla,Presencial,Senior,"Excel, JavaScript, Power BI, Docker, Node.js",9833350.0,Temporal,2024-07-07,8
211,Full Stack Developer,Rappi,Bucaramanga,Remoto,Junior,"Node.js, Docker, Excel, Power BI, Java",4411987.0,Contrato,2025-09-06,6
212,Software Developer,Teleperformance,Bogotá,Remoto,Junior,"Python, JavaScript, Power BI",2501896.0,Temporal,2025-06-23,10
213,Data Analyst,Rappi,Barranquilla,Remoto,semi senior,"Azure, R, JavaScript",5982048.0,Contrato,2024-10-22,4
214,Ingeniero de Datos,IBM,medellin,Presencial,semi senior,"Docker, Java, Node.js, R, JavaScript",4277095.0,Freelance,2025-05-21,5
215,Analista de Datos,Rappi,Bucaramanga,Presencial,Senior,"Tableau, SQL, AWS, TensorFlow, Docker",7871295.0,Contrato,2026-01-17,1
216,Software Developer,Teleperformance,Remoto,Presencial,semi senior,"Python, JavaScript, Node.js",4543974.0,Temporal,2026-01-18,4
217,Full Stack Developer,CodeLab,bogota,remoto,Senior,"Azure, Java, Tableau, Node.js, Pandas, R",8687121.0,Contrato,2024-07-02,3
218,Data Analyst,InnovaTech,Medellín,Remoto,Senior,"Tableau, Excel, Node.js, Pandas, Python, AWS",8856731.0,Indefinido,2024-11-19,7
219,Data Analyst,Rappi,medellin,remoto,Semi-Senior,"SQL, TensorFlow, Excel",5125816.0,Freelance,2025-08-19,1
220,Machine Learning Engineer,Claro,Remoto,Remoto,semi senior,"Docker, Tableau, Pandas, Azure, Python, AWS",4174705.0,Indefinido,2025-01-22,9
221,Ingeniero de Datos,CodeLab,Cali,Remoto,Senior,"Python, Node.js, TensorFlow, Pandas",9656926.0,Indefinido,2024-12-13,9
222,Analista de Datos,Accenture,bogota,Hibrido,Semi-Senior,"Node.js, JavaScript, R, Azure, Power BI, SQL",5958845.0,Temporal,2026-04-28,4
223,Data Analyst,Mercado Libre,Remoto,remoto,Senior,"Pandas, Azure",9826793.0,Contrato,2025-07-13,9
224,Data Scientist,IBM,Remoto,Presencial,junior,"TensorFlow, Excel",,indefinido,2025-11-15,2
225,Software Developer,IBM,Cartagena,Remoto,semi senior,"Java, Azure, TensorFlow",3947718.0,Indefinido,2024-09-13,5
226,Analista de Datos,Globant,Barranquilla,Hibrido,semi senior,"Excel, Azure",4445263.0,Temporal,2025-03-20,7
227,Ingeniero de Datos,CodeLab,Cali,Remoto,Junior,"Java, React, Power BI, Pandas, Node.js, R",4304664.0,indefinido,2025-05-27,6
228,Software Developer,CodeLab,Remoto,Presencial,Junior,"Azure, SQL, R",2247443.0,Indefinido,2025-04-11,5
229,Software Developer,TechNova,Remoto,Remoto,junior,"Node.js, Power BI, Azure, Excel",3319163.0,indefinido,2025-05-20,5
230,Ingeniero de Datos,DataSoft,Cali,remoto,Semi-Senior,"JavaScript, Excel",4673616.0,Freelance,2025-05-02,6
231,Data Scientist,Bancolombia,Medellín,Híbrido,Junior,"Tableau, R, AWS, JavaScript",2786976.0,Contrato,2024-12-21,8
232,Data Scientist,Teleperformance,Bucaramanga,remoto,semi senior,"SQL, Python, Docker, R, Node.js",5214447.0,Indefinido,2025-10-29,5
233,Frontend Developer,Teleperformance,medellin,Híbrido,junior,"TensorFlow, Node.js",4272189.0,Contrato,2024-11-29,3
234,Ingeniero de Datos,Sura,Remoto,Presencial,Semi-Senior,"Tableau, Excel, SQL, Azure",4417796.0,Contrato,2025-02-03,2
235,Software Developer,Teleperformance,Barranquilla,remoto,Senior,"TensorFlow, Pandas, Tableau",9041082.0,Indefinido,2025-10-05,3
236,BI Analyst,Davivienda,Remoto,Hibrido,Senior,"R, Azure, React, Power BI, Docker",,Temporal,2025-07-26,5
237,Ingeniero de Datos,Davivienda,Cartagena,remoto,Senior,"Tableau, R, Excel",8498376.0,indefinido,2025-09-28,4
238,Machine Learning Engineer,Bancolombia,medellin,Remoto,Senior,"R, SQL, React, Java, AWS",10166696.0,Contrato,2024-06-28,4
239,Ingeniero de Datos,TechNova,bogota,Híbrido,junior,"Azure, Docker",4277154.0,Freelance,2024-11-25,4
240,BI Analyst,Teleperformance,Remoto,Hibrido,Senior,"AWS, Power BI, SQL, Tableau, React",8498002.0,indefinido,2025-04-24,7
241,Data Scientist,Mercado Libre,Barranquilla,Presencial,semi senior,"TensorFlow, AWS, Node.js, React",,Temporal,2025-07-31,10
242,Data Analyst,Mercado Libre,Cartagena,Híbrido,Junior,"AWS, R, Docker, Power BI, SQL",3679159.0,indefinido,2025-12-16,9
243,Machine Learning Engineer,Bancolombia,Bucaramanga,Remoto,semi senior,"Java, Tableau, R, Power BI, Azure, React",4707317.0,Contrato,2025-09-15,2
244,Backend Developer,Davivienda,Cartagena,Presencial,Senior,"SQL, Azure",10285367.0,Contrato,2024-08-17,4
245,Analista de Datos,Mercado Libre,Cartagena,Remoto,semi senior,"SQL, Tableau, TensorFlow, AWS, Azure",4121184.0,Indefinido,2025-04-11,1
246,Machine Learning Engineer,Bancolombia,medellin,Híbrido,Senior,"Docker, TensorFlow, Java",9647191.0,Freelance,2024-05-25,9
247,Backend Developer,Bancolombia,Remoto,remoto,junior,"AWS, Power BI, Pandas",3271091.0,Indefinido,2024-05-21,10
248,Full Stack Developer,CodeLab,Medellín,Hibrido,Semi-Senior,"Power BI, Python, TensorFlow, Java, AWS",4968234.0,Indefinido,2026-04-05,9
249,BI Analyst,Claro,Bucaramanga,Hibrido,Semi-Senior,"Tableau, SQL, JavaScript",4678480.0,Contrato,2024-05-29,10
250,Backend Developer,InnovaTech,Cartagena,Hibrido,junior,"R, Azure, Tableau, React",3929863.0,indefinido,2024-11-19,2
251,Analista de Datos,DataSoft,Cali,Hibrido,Semi-Senior,"JavaScript, SQL, Excel",5091971.0,Contrato,2025-08-24,7
252,Backend Developer,Claro,Cali,remoto,semi senior,"Power BI, Excel, Tableau, Pandas, Node.js",4301157.0,Freelance,2024-10-15,3
253,Backend Developer,Rappi,Remoto,Hibrido,Semi-Senior,"React, Python, R, Azure, Tableau",4484423.0,indefinido,2025-04-28,8
254,Data Scientist,Teleperformance,Bogotá,Híbrido,junior,"TensorFlow, Azure, Tableau, AWS, Excel",3552290.0,Freelance,2025-05-10,1
255,BI Analyst,Claro,medellin,Remoto,Senior,"Excel, AWS, Tableau, React",8712495.0,indefinido,2024-09-09,2
256,BI Analyst,Claro,Barranquilla,remoto,Senior,"Node.js, Azure, AWS, Python",9585954.0,Indefinido,2026-03-12,4
257,Analista de Datos,InnovaTech,Medellín,remoto,Senior,"Tableau, JavaScript",7933272.0,Indefinido,2025-06-20,4
258,Backend Developer,Teleperformance,Cali,Híbrido,Semi-Senior,"TensorFlow, R, Docker, React, Pandas, Power BI",5067836.0,Temporal,2025-11-07,1
259,Full Stack Developer,Sura,Cartagena,Hibrido,semi senior,"React, Node.js, Excel, R",4926081.0,Indefinido,2025-05-29,3
260,Backend Developer,Rappi,Cali,Presencial,junior,"Azure, Pandas, Excel, TensorFlow",3900021.0,Temporal,2026-04-22,7
261,Data Scientist,TechNova,Medellín,remoto,junior,"Pandas, Power BI, Azure, Tableau",2581474.0,indefinido,2025-06-08,5
262,BI Analyst,TechNova,Bucaramanga,Remoto,Senior,"R, React, Python, TensorFlow, SQL",9160828.0,indefinido,2025-03-20,7
263,Full Stack Developer,Davivienda,medellin,Hibrido,Semi-Senior,"Tableau, JavaScript, R",4918467.0,Temporal,2024-09-09,10
264,BI Analyst,Globant,Medellín,Híbrido,junior,"Python, SQL",2938848.0,Contrato,2025-06-09,8
265,Backend Developer,InnovaTech,Cartagena,Remoto,Junior,"Java, TensorFlow, Excel, Pandas, JavaScript",4235619.0,Freelance,2025-08-27,5
266,Full Stack Developer,DataSoft,Barranquilla,remoto,Junior,"Python, Power BI, Pandas",2977844.0,Indefinido,2026-02-10,2
267,Frontend Developer,Claro,bogota,Remoto,Junior,"Excel, React",2580047.0,Indefinido,2025-08-17,6
268,Ingeniero de Datos,Mercado Libre,Medellín,Remoto,Junior,"TensorFlow, Excel, Tableau, SQL, Java",3807923.0,Freelance,2024-08-18,6
269,Data Scientist,Claro,Bogotá,Hibrido,Senior,"Pandas, Docker, Excel",8907447.0,Temporal,2024-09-15,8
270,BI Analyst,InnovaTech,Barranquilla,Remoto,Senior,"Docker, Power BI, React",8739903.0,Indefinido,2026-05-03,3
271,Full Stack Developer,TechNova,Medellín,Híbrido,Junior,"R, Power BI, Docker, Excel, Java",2228391.0,indefinido,2025-09-02,10
272,Full Stack Developer,Rappi,medellin,Hibrido,semi senior,"AWS, TensorFlow, Python, Pandas",4817026.0,indefinido,2026-02-10,4
273,Frontend Developer,IBM,Remoto,Remoto,junior,"AWS, Docker",3459280.0,Temporal,2025-05-02,8
274,Backend Developer,Accenture,Remoto,Presencial,semi senior,"R, Docker",,indefinido,2025-02-19,3
275,Data Scientist,Globant,Cartagena,Híbrido,junior,"Python, React",4153839.0,Indefinido,2025-04-15,1
276,Machine Learning Engineer,Claro,Cali,Presencial,junior,"AWS, Power BI, Azure, TensorFlow, Docker, SQL",1907450.0,Indefinido,2025-12-15,5
277,Analista de Datos,Accenture,Medellín,Presencial,Junior,"AWS, Excel, Node.js",4369042.0,Contrato,2025-03-01,4
278,Full Stack Developer,TechNova,Cali,Remoto,Junior,"SQL, Tableau, React, AWS, Python",4479126.0,Indefinido,2025-06-02,3
279,Full Stack Developer,Bancolombia,Bucaramanga,Híbrido,Junior,"Node.js, Docker, AWS, TensorFlow",4083509.0,Freelance,2024-09-18,2
280,Data Scientist,IBM,bogota,Hibrido,Junior,"JavaScript, Node.js, SQL, Docker, React",2216381.0,Freelance,2025-09-14,1
281,Data Scientist,Teleperformance,Medellín,Híbrido,junior,"R, Excel, JavaScript",3321701.0,indefinido,2025-01-31,1
282,BI Analyst,Davivienda,Remoto,Híbrido,Junior,"Java, Python",3720197.0,Temporal,2025-11-25,1
283,Full Stack Developer,InnovaTech,Medellín,Hibrido,semi senior,"Java, R, Docker, Power BI, Azure",6031660.0,Freelance,2025-06-22,2
284,Machine Learning Engineer,Globant,Remoto,Remoto,semi senior,"Excel, Java",5578226.0,Contrato,2025-03-16,5
285,Full Stack Developer,DataSoft,Barranquilla,remoto,Senior,"Tableau, Python, R, Java, JavaScript, React",9711221.0,Freelance,2024-10-19,10
286,Frontend Developer,Bancolombia,Bogotá,remoto,junior,"TensorFlow, Node.js, AWS",2999386.0,Indefinido,2026-02-18,4
287,Ingeniero de Datos,InnovaTech,Cartagena,Remoto,semi senior,"R, Python",5814484.0,Temporal,2025-07-16,9
288,Full Stack Developer,Mercado Libre,Bogotá,Híbrido,Semi-Senior,"Excel, TensorFlow",6757184.0,indefinido,2024-11-28,7
289,Machine Learning Engineer,Bancolombia,Remoto,Remoto,Senior,"React, SQL",9218175.0,indefinido,2025-03-10,10
290,Analista de Datos,CodeLab,Remoto,Presencial,Junior,"Java, JavaScript, Azure",2829903.0,Freelance,2024-10-10,8
291,Software Developer,Mercado Libre,Cali,Remoto,Senior,"Excel, AWS, Azure",9942866.0,Temporal,2024-05-18,8
292,Frontend Developer,IBM,Cartagena,remoto,junior,"Node.js, R",3315536.0,Freelance,2025-10-30,2
293,Data Analyst,Rappi,Bucaramanga,Híbrido,Junior,"Azure, TensorFlow, Docker, React",3860427.0,Indefinido,2025-06-30,4
294,Full Stack Developer,InnovaTech,Cali,Remoto,Senior,"Pandas, JavaScript",7924123.0,Contrato,2024-09-28,8
295,Backend Developer,Mercado Libre,Bogotá,Remoto,semi senior,"SQL, Tableau, Docker",4736093.0,Temporal,2025-07-16,3
296,Software Developer,Teleperformance,Cartagena,Remoto,Semi-Senior,"Pandas, Docker, Azure, SQL",5431565.0,Indefinido,2025-06-17,2
297,Data Analyst,IBM,Bogotá,Híbrido,Semi-Senior,"AWS, Excel, SQL, R, Docker",4478274.0,indefinido,2025-05-19,7
298,Backend Developer,Sura,Cartagena,remoto,junior,"Pandas, Power BI, Excel, R, Java",3731760.0,Temporal,2025-05-24,1
299,Ingeniero de Datos,Claro,bogota,Remoto,semi senior,"Pandas, JavaScript, Tableau",3931373.0,Indefinido,2024-05-20,5
300,Frontend Developer,TechNova,medellin,Remoto,junior,"Pandas, AWS, Node.js",1915294.0,Contrato,2025-04-01,6
301,Full Stack Developer,Bancolombia,Bogotá,Presencial,junior,"R, React, Node.js, Docker, Power BI",3820320.0,indefinido,2025-02-12,4
302,Analista de Datos,CodeLab,Barranquilla,Híbrido,Junior,"Python, AWS, Tableau, Node.js",2748307.0,Indefinido,2026-03-24,4
303,Software Developer,InnovaTech,Remoto,Presencial,Semi-Senior,"AWS, Java",6462878.0,Temporal,2025-06-17,3
304,Analista de Datos,Teleperformance,Cali,Hibrido,Semi-Senior,"Docker, React, Python, TensorFlow",4441564.0,Temporal,2024-05-21,8
305,Frontend Developer,Globant,medellin,remoto,semi senior,"Python, SQL, Docker, Java, React",5226388.0,Indefinido,2025-04-06,6
306,Analista de Datos,Globant,Bogotá,Híbrido,semi senior,"R, TensorFlow, Excel",5867359.0,indefinido,2024-06-27,3
307,Ingeniero de Datos,Teleperformance,Medellín,Presencial,Junior,"SQL, R, TensorFlow, Pandas",4465398.0,Freelance,2024-10-13,6
308,Backend Developer,DataSoft,medellin,Hibrido,Semi-Senior,"AWS, Pandas, Tableau, Azure, R",6515167.0,Freelance,2024-10-15,4
309,Backend Developer,DataSoft,Bogotá,Hibrido,semi senior,"JavaScript, TensorFlow, Azure, Docker, Excel",6151231.0,Contrato,2024-05-25,10
310,Software Developer,Mercado Libre,bogota,Híbrido,Junior,"Docker, AWS, React, Java",2789944.0,Freelance,2025-08-19,2
311,Analista de Datos,IBM,Bogotá,Presencial,Semi-Senior,"Excel, Pandas, SQL, TensorFlow",4988105.0,Temporal,2025-06-04,4
312,Data Analyst,Accenture,bogota,remoto,Junior,"TensorFlow, Python",4089173.0,Temporal,2025-01-26,7
313,Software Developer,TechNova,Barranquilla,Híbrido,junior,"Node.js, Power BI, SQL, Tableau",3214466.0,Contrato,2024-09-18,2
314,Backend Developer,Accenture,Cali,Remoto,Junior,"JavaScript, SQL, Azure, R",2545101.0,indefinido,2026-05-08,2
315,Software Developer,Accenture,Cali,Remoto,Senior,"Docker, Tableau, TensorFlow, Python, Power BI, Excel",9933783.0,Indefinido,2025-11-25,6
316,Full Stack Developer,TechNova,Cartagena,Presencial,Semi-Senior,"TensorFlow, Node.js, Docker, AWS, Azure",5352590.0,Temporal,2024-05-11,2
317,Ingeniero de Datos,Mercado Libre,Cartagena,Hibrido,Junior,"Azure, Tableau, Excel, Python, R, TensorFlow",3166646.0,Contrato,2025-12-10,4
318,BI Analyst,InnovaTech,Medellín,Presencial,Junior,"Pandas, JavaScript, SQL",,Contrato,2025-11-03,8
319,Backend Developer,Davivienda,Remoto,Presencial,junior,"SQL, Pandas, Node.js, Power BI",2905534.0,Temporal,2025-04-20,8
320,Backend Developer,CodeLab,Medellín,Remoto,Junior,"JavaScript, Java, Docker, React, Python",3683593.0,Freelance,2025-06-08,9
321,Machine Learning Engineer,TechNova,bogota,Hibrido,junior,"Java, Node.js, Python, Power BI, Azure, TensorFlow",3603649.0,Temporal,2024-05-14,8
322,Machine Learning Engineer,CodeLab,Cali,Remoto,Senior,"Node.js, React",,Contrato,2025-11-22,3
323,Data Scientist,TechNova,Remoto,Híbrido,Semi-Senior,"Excel, Python, Power BI",6594544.0,Temporal,2024-08-08,10
324,Machine Learning Engineer,Accenture,medellin,Presencial,Senior,"SQL, Power BI",7958823.0,Freelance,2025-01-20,9
325,Software Developer,Teleperformance,medellin,remoto,junior,"AWS, TensorFlow",3241578.0,Indefinido,2024-07-03,7
326,Full Stack Developer,InnovaTech,medellin,Presencial,Semi-Senior,"React, AWS, SQL, Azure, Docker, TensorFlow",4798863.0,Contrato,2026-02-07,5
327,Backend Developer,Teleperformance,Remoto,Remoto,junior,"React, Tableau, Python, Excel, JavaScript, Power BI",2167654.0,Contrato,2025-03-27,6
328,Full Stack Developer,Sura,Cartagena,remoto,Semi-Senior,"Docker, JavaScript, R, Python, AWS",,Indefinido,2025-10-12,4
329,Software Developer,TechNova,Medellín,Híbrido,Semi-Senior,"AWS, Azure, R, JavaScript, Power BI",5792785.0,Contrato,2025-12-18,4
330,Full Stack Developer,DataSoft,medellin,remoto,junior,"Azure, R, Python, Node.js, Excel, SQL",2597079.0,Temporal,2025-10-02,9
331,Data Analyst,Rappi,Bogotá,remoto,semi senior,"Docker, Azure, Java",,Indefinido,2025-12-16,6
332,Data Analyst,Rappi,Bucaramanga,remoto,Semi-Senior,"Node.js, Power BI, Pandas, SQL, AWS",6617115.0,indefinido,2026-03-26,8
333,Full Stack Developer,DataSoft,Medellín,Presencial,Semi-Senior,"React, Node.js, R, AWS, Excel",5597286.0,Indefinido,2026-04-02,7
334,Full Stack Developer,TechNova,Remoto,Hibrido,Junior,"AWS, Java, Azure, Pandas, Docker, TensorFlow",4418136.0,Indefinido,2025-02-04,1
335,Frontend Developer,Sura,Cartagena,Presencial,junior,"React, AWS, Python",3705324.0,Contrato,2025-06-15,7
336,Machine Learning Engineer,InnovaTech,Remoto,Hibrido,Senior,"Tableau, JavaScript, Pandas",10161664.0,Indefinido,2025-04-20,1
337,Full Stack Developer,Sura,Medellín,remoto,semi senior,"Node.js, Pandas, React, AWS",5086125.0,Indefinido,2024-07-18,6
338,Full Stack Developer,Rappi,Cali,Hibrido,Senior,"JavaScript, Pandas, TensorFlow, Azure",9332875.0,Temporal,2024-05-24,1
339,BI Analyst,Sura,Cartagena,remoto,semi senior,"Pandas, Excel, TensorFlow, Python",4248982.0,Contrato,2025-01-13,7
340,BI Analyst,TechNova,Bucaramanga,Hibrido,Junior,"Azure, Java, R, TensorFlow, Docker, Node.js",3272622.0,Freelance,2025-04-25,3
341,Full Stack Developer,DataSoft,medellin,Híbrido,semi senior,"Tableau, Excel",4796161.0,Freelance,2025-05-15,2
342,Full Stack Developer,Teleperformance,Cartagena,remoto,Semi-Senior,"Power BI, AWS, R, Azure",4966326.0,Indefinido,2025-04-25,8
343,Data Scientist,InnovaTech,Remoto,Hibrido,Junior,"React, Docker, SQL, Tableau, Java, Node.js",2749150.0,Freelance,2026-02-09,7
344,Ingeniero de Datos,Teleperformance,bogota,Híbrido,Junior,"Excel, Java, R",2218834.0,Freelance,2025-07-05,3
345,Data Analyst,IBM,Cartagena,Híbrido,Junior,"R, Pandas, Python",3799005.0,Temporal,2024-09-15,10
346,Ingeniero de Datos,TechNova,Remoto,remoto,Semi-Senior,"Excel, React",6054236.0,Contrato,2025-10-02,8
347,Frontend Developer,Globant,Bogotá,Híbrido,junior,"Java, TensorFlow, R, Python, AWS, Node.js",,Temporal,2024-05-14,6
348,Data Analyst,Sura,Cartagena,remoto,Senior,"Node.js, React, JavaScript, Excel, SQL",7855609.0,indefinido,2025-09-06,10
349,Frontend Developer,Bancolombia,Remoto,Remoto,semi senior,"R, Tableau, Docker",4027897.0,Temporal,2024-05-30,4
350,Backend Developer,Mercado Libre,Bucaramanga,Remoto,Semi-Senior,"React, Node.js",5274165.0,Contrato,2024-08-24,5
351,Data Scientist,Accenture,bogota,remoto,semi senior,"Python, Pandas, SQL, Azure, Docker, TensorFlow",4879600.0,Indefinido,2025-02-07,9
352,Data Analyst,Sura,Remoto,Remoto,Senior,"Java, TensorFlow, Pandas",8825715.0,indefinido,2025-11-26,5
353,Machine Learning Engineer,DataSoft,Medellín,Presencial,semi senior,"Power BI, Azure, SQL",5238533.0,Indefinido,2025-07-18,2
354,Frontend Developer,Davivienda,Remoto,Presencial,junior,"AWS, JavaScript, Node.js",4081230.0,Temporal,2024-06-01,1
355,Frontend Developer,Globant,Bogotá,Remoto,semi senior,"TensorFlow, Tableau, R",4261243.0,Indefinido,2025-01-05,10
356,Data Scientist,DataSoft,Medellín,Presencial,junior,"AWS, Node.js",3858852.0,Temporal,2024-10-24,8
357,Backend Developer,InnovaTech,Bogotá,Presencial,Senior,"SQL, Azure",9785588.0,Freelance,2025-05-11,6
358,Data Analyst,Globant,Cali,Híbrido,junior,"Azure, AWS",2051451.0,Freelance,2025-07-15,6
359,Analista de Datos,Bancolombia,Medellín,remoto,junior,"Docker, TensorFlow, SQL, R",1803051.0,Contrato,2026-02-17,8
360,Backend Developer,DataSoft,Bogotá,Híbrido,Senior,"AWS, Power BI, Pandas, Excel, SQL",9552683.0,Indefinido,2025-03-07,7
361,Software Developer,Globant,Cali,remoto,semi senior,"Pandas, Tableau, Excel, React, Power BI, R",4804646.0,Contrato,2024-11-17,2
362,Analista de Datos,Globant,medellin,Hibrido,junior,"JavaScript, Pandas",3460099.0,indefinido,2024-07-23,4
363,Analista de Datos,TechNova,Remoto,Híbrido,Senior,"SQL, Power BI, Pandas, TensorFlow, Java, Tableau",8771525.0,indefinido,2025-06-03,10
364,BI Analyst,InnovaTech,Cali,Remoto,Junior,"Node.js, Azure, Tableau",,Contrato,2025-07-24,6
365,Ingeniero de Datos,Accenture,Barranquilla,Remoto,Semi-Senior,"Python, Node.js, Java, Azure",4749395.0,Contrato,2026-01-19,8
366,Data Analyst,Mercado Libre,Remoto,remoto,semi senior,"Tableau, R, SQL, Docker, Pandas",4749597.0,Indefinido,2025-12-12,9
367,Software Developer,TechNova,Cartagena,Hibrido,semi senior,"AWS, React",,indefinido,2024-07-30,4
368,Analista de Datos,Claro,bogota,Presencial,junior,"Azure, Python, Java, Tableau",3970675.0,Contrato,2025-07-24,2
369,Full Stack Developer,Claro,medellin,Presencial,Junior,"Python, R, Azure",3243052.0,Indefinido,2025-12-06,1
370,Data Scientist,InnovaTech,Remoto,Híbrido,Semi-Senior,"SQL, JavaScript, React, Java, TensorFlow",4522866.0,Contrato,2024-08-21,4
371,BI Analyst,IBM,medellin,Híbrido,Senior,"Python, Pandas, Azure, React, SQL",8935248.0,Contrato,2026-01-28,1
372,Software Developer,Bancolombia,Cali,Remoto,semi senior,"Docker, Power BI, React, Tableau, Node.js, Excel",5446711.0,Contrato,2025-10-28,10
373,Ingeniero de Datos,Davivienda,Cartagena,remoto,semi senior,"Docker, Power BI, Azure, React, Java, JavaScript",5193470.0,Temporal,2025-06-12,3
